component_id,id,name,description,tags,file,line
dfa99a06-2d09-4d0b-a185-30812de2a8a4,724167641,PX4_VEHICLE_IMU,Vehicle IMU probe,px4;library;vehicle-imu,vehicle_imu/VehicleIMU.cpp,80
